TEC ID,TEC Expiry,Contract Description,Unit ID,Action Notice No.,Loadout Date,Loadout Location,Backload Date,Backload Sheet No.,Description,Size,SWL,Remarks,Status,Cert Validity,Days Offshore,Category,Type,TEC Group,Cert 1 Type,Cert 1 ID,Cert 1 Inspection Date,Cert 1 Expiry Date,Cert 2 Type,Cert 2 ID,Cert 2 Inspection Date,Cert 2 Expiry Date,Cert 3 Type,Cert 3 ID,Cert 3 Inspection Date,Cert 3 Expiry Date
EOG-04528,45666,N01.008 - Webbing Sling,EOG WB 3T3M 071,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 3T X 2MTR,75MM X 2MTR X 3TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04529,45666,N01.008 - Webbing Sling,EOG WB 3T3M 072,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 3T X 2MTR,75MM X 2MTR X 3TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04530,45666,N01.008 - Webbing Sling,EOG WB 3T3M 073,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 3T X 2MTR,75MM X 2MTR X 3TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04531,45666,N01.008 - Webbing Sling,EOG WB 3T3M 074,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 3T X 2MTR,75MM X 2MTR X 3TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04532,45666,N01.008 - Webbing Sling,EOG WB 3T3M 075,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 3T X 2MTR,75MM X 2MTR X 3TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04533,45666,N01.008 - Webbing Sling,EOG WB 3T3M 076,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 3T X 2MTR,75MM X 2MTR X 3TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04534,45666,N01.008 - Webbing Sling,EOG WB 3T3M 077,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 3T X 2MTR,75MM X 2MTR X 3TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04535,45666,N01.008 - Webbing Sling,EOG WB 3T3M 078,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 3T X 2MTR,75MM X 2MTR X 3TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04536,45670,N01.008 - Webbing Sling,EOG WB 2T6M 001,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 6MTR,50MM X 6MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04537,45670,N01.008 - Webbing Sling,EOG WB 2T6M 002,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 6MTR,50MM X 6MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04538,45670,N01.008 - Webbing Sling,EOG WB 2T6M 003,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 6MTR,50MM X 6MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04539,45670,N01.008 - Webbing Sling,EOG WB 2T6M 004,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 6MTR,50MM X 6MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04540,45670,N01.008 - Webbing Sling,EOG WB 2T6M 005,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 6MTR,50MM X 6MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04541,45670,N01.008 - Webbing Sling,EOG WB 2T6M 006,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 6MTR,50MM X 6MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04542,45666,N01.008 - Webbing Sling,EOG WB 2T4M 006,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 4MTR,50MM X 4MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04543,45666,N01.008 - Webbing Sling,EOG WB 2T4M 007,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 4MTR,50MM X 4MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04544,45666,N01.008 - Webbing Sling,EOG WB 2T4M 008,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 4MTR,50MM X 4MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04545,45666,N01.008 - Webbing Sling,EOG WB 2T4M 009,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 4MTR,50MM X 4MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04546,45666,N01.008 - Webbing Sling,EOG WB 2T4M 010,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 4MTR,50MM X 4MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04547,45666,N01.008 - Webbing Sling,EOG WB 2T3M 037,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 3MTR,50MM X 3MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04548,45666,N01.008 - Webbing Sling,EOG WB 2T3M 038,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 3MTR,50MM X 3MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04549,45666,N01.008 - Webbing Sling,EOG WB 2T3M 039,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 3MTR,50MM X 3MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04550,45666,N01.008 - Webbing Sling,EOG WB 2T3M 040,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 3MTR,50MM X 3MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04551,45666,N01.008 - Webbing Sling,EOG WB 2T3M 041,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 3MTR,50MM X 3MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04552,45666,N01.008 - Webbing Sling,EOG WB 2T3M 042,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 3MTR,50MM X 3MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04553,45666,N01.008 - Webbing Sling,EOG WB 2T3M 043,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 3MTR,50MM X 3MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04554,45666,N01.008 - Webbing Sling,EOG WB 2T3M 044,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 3MTR,50MM X 3MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04555,45666,N01.008 - Webbing Sling,EOG WB 2T3M 045,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 3MTR,50MM X 3MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04556,45666,N01.008 - Webbing Sling,EOG WB 2T3M 046,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 3MTR,50MM X 3MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04557,45666,N01.008 - Webbing Sling,EOG WB 2T2M 038,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 2MTR,50MM X 2MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04558,45666,N01.008 - Webbing Sling,EOG WB 2T2M 039,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 2MTR,50MM X 2MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04559,45666,N01.008 - Webbing Sling,EOG WB 2T2M 040,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 2MTR,50MM X 2MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04560,45666,N01.008 - Webbing Sling,EOG WB 2T2M 041,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 2MTR,50MM X 2MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04561,45666,N01.008 - Webbing Sling,EOG WB 2T2M 042,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 2MTR,50MM X 2MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04562,45666,N01.008 - Webbing Sling,EOG WB 2T2M 043,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 2MTR,50MM X 2MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04563,45666,N01.008 - Webbing Sling,EOG WB 2T2M 044,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 2MTR,50MM X 2MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04564,45666,N01.008 - Webbing Sling,EOG WB 2T2M 045,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 2MTR,50MM X 2MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04565,45666,N01.008 - Webbing Sling,EOG WB 2T2M 046,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 2MTR,50MM X 2MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04566,45666,N01.008 - Webbing Sling,EOG WB 2T2M 047,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 2MTR,50MM X 2MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04567,45666,N01.008 - Webbing Sling,EOG WB 2T2M 048,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 2MTR,50MM X 2MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04568,45666,N01.008 - Webbing Sling,EOG WB 2T2M 049,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 2MTR,50MM X 2MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04569,45666,N01.008 - Webbing Sling,EOG WB 2T2M 050,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 2MTR,50MM X 2MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04570,45666,N01.008 - Webbing Sling,EOG WB 2T2M 051,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 2MTR,50MM X 2MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04571,45666,N01.008 - Webbing Sling,EOG WB 2T2M 052,GUA 03/06/24,15-Jul-24,GuA,,,WEBBING SLING 2T X 2MTR,50MM X 2MTR X 2TON,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04572,45664,N01.007 - Wire Single Sling,EOG 140119/05,GUA 03/06/24,15-Jul-24,GuA,,,SINGLE WIRE SLING 22MM X 2.6MTR,,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04573,45664,N01.007 - Wire Single Sling,EOG 280319/04,GUA 03/06/24,15-Jul-24,GuA,,,SINGLE WIRE SLING 22MM X 2.6MTR,,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04574,45664,N01.007 - Wire Single Sling,EOG 140119/06,GUA 03/06/24,15-Jul-24,GuA,,,SINGLE WIRE SLING 22MM X 2.6MTR,,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04575,45664,N01.007 - Wire Single Sling,EOG 280319/03,GUA 03/06/24,15-Jul-24,GuA,,,SINGLE WIRE SLING 22MM X 2.6MTR,,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04576,45664,N01.007 - Wire Single Sling,EOG WS 040819/02,GUA 03/06/24,15-Jul-24,GuA,,,SINGLE WIRE SLING 19MM X 2.6MTR,,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04577,45664,N01.007 - Wire Single Sling,EOG WS 280719/20,GUA 03/06/24,15-Jul-24,GuA,,,SINGLE WIRE SLING 19MM X 2.6MTR,,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04578,45664,N01.007 - Wire Single Sling,EOG WS 280719/16,GUA 03/06/24,15-Jul-24,GuA,,,SINGLE WIRE SLING 19MM X 2.6MTR,,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04579,45664,N01.007 - Wire Single Sling,EOG 090719/04,GUA 03/06/24,15-Jul-24,GuA,,,SINGLE WIRE SLING 19MM X 2.6MTR,,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04580,45664,N01.007 - Wire Single Sling,EOG WS 16MM GL 80460,GUA 03/06/24,15-Jul-24,GuA,,,SINGLE WIRE SLING 16MM X 2.6MTR,,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04581,45664,N01.007 - Wire Single Sling,TS 916865,GUA 03/06/24,15-Jul-24,GuA,,,SINGLE WIRE SLING 16MM X 2.6MTR,,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04582,45664,N01.007 - Wire Single Sling,EOG 552014,GUA 03/06/24,15-Jul-24,GuA,,,SINGLE WIRE SLING 13MM X 2.6MTR,,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04583,45664,N01.007 - Wire Single Sling,EOG 280719/03,GUA 03/06/24,15-Jul-24,GuA,,,SINGLE WIRE SLING 13MM X 2.6MTR,,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04584,45664,N01.007 - Wire Single Sling,EOG 280719/07,GUA 03/06/24,15-Jul-24,GuA,,,SINGLE WIRE SLING 13MM X 2.6MTR,,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04585,45664,N01.007 - Wire Single Sling,EOG 140119/09,GUA 03/06/24,15-Jul-24,GuA,,,SINGLE WIRE SLING 13MM X 2.6MTR,,,,,Valid,15,Non-Chargeable,Expiring,Lifting & Positioning,,,,,,,,,,,,
EOG-04586,45658,B12.001 - Habitat Set 4M X 4M X 2M,MIDAS 08,GUA 04/06/24,15-Jul-24,GuA,,,HABITAT SET,,,,,Non-Expiring,15,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-04587,45783,B12.001 - Habitat Set 4M X 4M X 2M,MIDAS 12,GUA 04/06/24,15-Jul-24,GuA,,,HABITAT SET,,,,,Non-Expiring,15,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-04588,45845,B05.018 - Comealong Honko Level – 3 MT,EOG LB 18083968,GUA 04/06/24,15-Jul-24,GuA,,,COMEALONG - 3 TON,3 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04589,45845,B05.018 - Comealong Honko Level – 3 MT,EOG LB 18083784,GUA 04/06/24,15-Jul-24,GuA,,,COMEALONG - 3 TON,3 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04590,45845,B05.018 - Comealong Honko Level – 3 MT,EOG LB 18083884,GUA 04/06/24,15-Jul-24,GuA,,,COMEALONG - 3 TON,3 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04591,45845,B05.018 - Comealong Honko Level – 3 MT,EOG LB 18083928,GUA 04/06/24,15-Jul-24,GuA,,,COMEALONG - 3 TON,3 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04592,45845,B05.017 - Comealong Honko Level – 1 ½ MT,EOG LB TS 940995,GUA 04/06/24,15-Jul-24,GuA,,,COMEALONG - 1.5 TON,1.5 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04593,45845,B05.017 - Comealong Honko Level – 1 ½ MT,EOG LB 21055938,GUA 04/06/24,15-Jul-24,GuA,,,COMEALONG - 1.5 TON,1.5 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04594,45845,B05.017 - Comealong Honko Level – 1 ½ MT,TS 821295,GUA 04/06/24,15-Jul-24,GuA,,,COMEALONG - 1.5 TON,1.5 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04595,45845,B05.017 - Comealong Honko Level – 1 ½ MT,EOG LB 821288,GUA 04/06/24,15-Jul-24,GuA,,,COMEALONG - 1.5 TON,1.5 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04596,45845,B05.017 - Comealong Honko Level – 1 ½ MT,EOG LB 18055370,GUA 04/06/24,15-Jul-24,GuA,,,COMEALONG - 1.5 TON,1.5 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04597,45845,B05.017 - Comealong Honko Level – 1 ½ MT,EOG LB 1805586,GUA 04/06/24,15-Jul-24,GuA,,,COMEALONG - 1.5 TON,1.5 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04598,45595,B01.025 - Cold Cutting Pipe Saw,EOG-ASD-12/19,GUA 03/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 5 TON,5 TON X 3 MTR,,,,Non-Expiring,15,Chargeable,Non-Expiring,,,,,,,,,,,,,
EOG-04599,45848,B05.013 - Chain Blocks – 5 MT,EOG CB 5T 23101340,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 5 TON,5 TON X 3 MTR,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04600,45848,B05.013 - Chain Blocks – 5 MT,EOG CB 5T 23101323,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 5 TON,5 TON X 3 MTR,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04601,45848,B05.013 - Chain Blocks – 5 MT,EOG CB 5T 23101328,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 5 TON,5 TON X 3 MTR,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04602,45848,B05.013 - Chain Blocks – 5 MT,EOG CB 5T 23101327,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 5 TON,5 TON X 3 MTR,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04603,45848,B05.013 - Chain Blocks – 5 MT,EOG CB 5T 23101324,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 5 TON,5 TON X 3 MTR,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04604,45848,B05.013 - Chain Blocks – 5 MT,EOG CB 5T 23101333,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 5 TON,5 TON X 3 MTR,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04605,45845,B05.012 - Chain Blocks – 3 MT,EOG 1808552082,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 3 TON,3 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04606,45845,B05.012 - Chain Blocks – 3 MT,EOG CHB 1803552044,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 3 TON,3 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04607,45845,B05.012 - Chain Blocks – 3 MT,EOG CHB TS 824504,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 3 TON,3 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04608,45845,B05.012 - Chain Blocks – 3 MT,EOG CHB 1808552240,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 3 TON,3 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04609,45845,B05.012 - Chain Blocks – 3 MT,EOG CHB 702,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 3 TON,3 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04610,45845,B05.012 - Chain Blocks – 3 MT,TS 937362,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 3 TON,3 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04611,45845,B05.012 - Chain Blocks – 3 MT,EOG CHB TS 821264,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 3 TON,3 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04612,45845,B05.012 - Chain Blocks – 3 MT,EOG CHB TS 821257,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 3 TON,3 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04613,45845,B05.012 - Chain Blocks – 3 MT,TS 937355,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 3 TON,3 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04614,45845,B05.012 - Chain Blocks – 3 MT,EOG CHB 103831,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 3 TON,3 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04615,45845,B05.012 - Chain Blocks – 3 MT,EOG CHB 40470362,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 3 TON,3 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04616,45845,B05.012 - Chain Blocks – 3 MT,EOG CHB 24/11 CHB 3T 001,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 3 TON,3 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04617,45845,B05.012 - Chain Blocks – 3 MT,EOG CHB 24/11 CHB 3T 002,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 3 TON,3 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04618,45845,B05.011 - Chain Blocks – 1 ½ MT,EOG CHB TS 823354,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 1.5 TON,1.5 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04619,45845,B05.011 - Chain Blocks – 1 ½ MT,EOG CHB 19044905,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 1.5 TON,1.5 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04620,45845,B05.011 - Chain Blocks – 1 ½ MT,EOG CHB 21055210,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 1.5 TON,1.5 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04621,45845,B05.011 - Chain Blocks – 1 ½ MT,EOG CHB 18052593,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 1.5 TON,1.5 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04622,45845,B05.011 - Chain Blocks – 1 ½ MT,EOG CHB 1808550269,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 1.5 TON,1.5 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04623,45845,B05.011 - Chain Blocks – 1 ½ MT,EOG CHB 21055193,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 1.5 TON,1.5 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04624,45845,B05.011 - Chain Blocks – 1 ½ MT,EOG CHB TS 941904,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 1.5 TON,1.5 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04625,45845,B05.011 - Chain Blocks – 1 ½ MT,TS 823385,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 1.5 TON,1.5 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04626,45845,B05.011 - Chain Blocks – 1 ½ MT,EOG CHB 190449424,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 1.5 TON,1.5 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04627,45845,B05.011 - Chain Blocks – 1 ½ MT,EOG 24/11 CHB 1.5T 004,GUA 04/06/24,15-Jul-24,GuA,,,CHAIN BLOCK - 1.5 TON,1.5 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04628,45841,B01.012 - Beam Clamp - 5 Ton,EOG BC 10ME 2223,GUA 04/06/24,15-Jul-24,GuA,,,BEAM CLAMP - 5 TON,5 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
EOG-04629,45841,B01.012 - Beam Clamp - 5 Ton,EOG BC TS 824838,GUA 04/06/24,15-Jul-24,GuA,,,BEAM CLAMP - 5 TON,5 TON,,,,Valid,15,Chargeable,Expiring,Rigging Equipment,,,,,,,,,,,,
